Yazar;Eser;Sözleşme sürümü;Sözleşme imza durumu;Sözleşme imza tarihi;Eser izni durumu;Eser izni tarihi;Son metin sürümü;Son metin özeti (SHA-256);Son metin onayı;Ad/mahlas tercihi;Yayın durumu;Not
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
